latitude,longitude,date,time,road_type,lanes,speed_limit,weather,severity
18.642724,73.920602,2024-03-30,00:29:17,residential,1,50,rain,1
18.50889,73.82702,2024-01-31,14:29:12,collector,1,30,fog,1
18.620227,73.813384,2022-07-15,14:37:17,residential,1,50,fog,2
18.483899,73.86136,2022-03-03,03:04:03,highway,6,80,clear,3
18.637231,73.889206,2024-03-15,10:07:35,service,1,50,clear,1
18.564012,73.769435,2023-01-14,15:45:33,service,1,30,fog,1
18.573001,73.948011,2024-08-31,15:21:38,service,1,40,clear,1
18.478017,73.853666,2023-06-16,08:54:28,highway,4,100,rain,1
18.625475,73.898154,2022-01-21,13:13:46,highway,4,100,cloudy,3
18.589403,73.890497,2022-11-19,17:50:07,arterial,4,60,cloudy,2
18.521898,73.808718,2024-02-24,16:31:45,highway,4,100,rain,3
18.611872,73.912023,2021-09-01,23:30:46,residential,1,30,rain,1
18.623414,73.932648,2022-12-01,19:59:43,collector,2,30,cloudy,1
18.552268,73.850303,2024-01-04,05:13:25,arterial,2,60,cloudy,3
18.609659,73.879993,2024-05-08,20:21:27,collector,2,30,rain,2
18.590393,73.909159,2023-10-04,01:34:21,residential,1,30,fog,1
18.628001,73.817599,2024-05-16,07:20:05,arterial,4,60,fog,2
18.525117,73.768796,2022-04-18,09:20:28,service,2,40,fog,1
18.565656,73.757188,2021-03-03,22:07:03,service,2,30,fog,1
18.54312,73.858529,2023-11-14,11:39:54,collector,2,50,clear,1
18.507308,73.868167,2024-03-20,19:44:44,residential,2,40,cloudy,1
18.4561,73.75747,2023-06-29,06:40:12,service,1,40,cloudy,1
18.61452,73.822038,2022-06-02,18:38:15,arterial,2,80,clear,2
18.475412,73.854449,2023-02-09,16:25:26,arterial,2,80,cloudy,1
18.603999,73.793164,2022-01-28,02:06:40,arterial,4,60,clear,3
18.574578,73.767069,2023-04-23,21:21:19,service,1,30,cloudy,2
18.460336,73.856271,2023-08-26,05:28:23,service,1,30,cloudy,1
18.558127,73.877486,2021-07-23,12:31:37,arterial,4,60,cloudy,1
18.595218,73.94517,2023-09-06,16:55:58,collector,1,40,rain,2
18.55326,73.814591,2023-05-08,21:25:29,service,1,30,clear,1
18.609037,73.804166,2021-07-02,11:27:19,residential,2,50,cloudy,2
18.537794,73.765691,2022-10-08,10:36:09,service,1,40,cloudy,2
18.45507,73.94253,2022-08-19,21:07:23,residential,1,40,rain,2
18.617196,73.889195,2024-08-20,06:48:08,service,2,30,fog,1
18.531791,73.784659,2022-04-09,18:58:07,collector,1,40,cloudy,2
18.481287,73.800049,2022-06-21,03:09:11,arterial,4,80,cloudy,3
18.559845,73.892919,2023-12-20,12:37:34,residential,1,40,cloudy,1
18.582039,73.805987,2024-03-02,20:37:13,service,2,50,cloudy,2
18.640973,73.897579,2023-10-10,21:01:48,residential,1,30,cloudy,2
18.560871,73.872344,2023-07-06,19:31:16,arterial,4,60,clear,2
18.53392,73.799546,2022-12-11,19:30:48,highway,6,80,rain,1
18.521195,73.901569,2024-04-29,01:22:28,arterial,4,60,fog,3
18.452879,73.773215,2024-08-17,01:35:17,collector,2,50,cloudy,2
18.459201,73.758146,2024-03-25,16:33:05,service,1,30,clear,2
18.621092,73.890732,2024-12-01,14:43:31,arterial,2,80,rain,3
18.544835,73.769567,2024-03-27,04:38:12,highway,4,100,cloudy,3
18.548323,73.844694,2021-03-13,10:40:03,arterial,4,80,clear,2
18.48464,73.83677,2021-08-15,03:14:07,residential,1,30,cloudy,1
18.529701,73.87317,2023-08-05,19:30:02,service,2,50,rain,1
18.577019,73.759061,2022-12-18,08:54:53,arterial,4,60,cloudy,3
18.524923,73.875172,2022-12-24,17:53:54,arterial,2,80,rain,3
18.550627,73.921298,2023-07-02,18:15:39,arterial,4,80,cloudy,3
18.581739,73.782587,2021-11-06,11:20:52,service,1,30,cloudy,1
18.464114,73.878484,2022-07-12,14:58:02,collector,2,30,fog,3
18.455302,73.867155,2023-10-20,12:35:10,service,1,50,fog,2
18.638046,73.865095,2024-04-24,01:33:36,highway,6,80,cloudy,3
18.527634,73.878658,2022-07-02,07:28:38,residential,2,50,rain,2
18.541651,73.859123,2024-04-07,05:23:03,residential,1,40,clear,2
18.638293,73.827221,2021-02-21,19:55:11,collector,1,30,fog,3
18.642238,73.93107,2022-05-23,12:58:18,service,1,30,rain,2
18.489158,73.763872,2024-09-23,12:49:09,arterial,2,80,fog,3
18.470156,73.753644,2023-01-19,12:35:20,arterial,2,80,fog,3
18.468889,73.886601,2021-08-07,15:48:06,residential,2,30,cloudy,2
18.464238,73.813795,2021-01-22,14:55:30,arterial,4,80,clear,3
18.618975,73.754654,2023-11-11,10:40:54,arterial,4,60,cloudy,3
18.612894,73.806371,2023-01-03,09:55:54,highway,4,80,fog,3
18.473633,73.889347,2022-12-23,05:08:53,arterial,2,60,cloudy,1
18.575789,73.925494,2021-02-27,19:22:07,arterial,2,60,cloudy,1
18.597014,73.910696,2023-04-16,01:11:24,residential,2,40,cloudy,2
18.506407,73.785488,2024-02-29,10:16:18,collector,1,40,cloudy,2
18.600123,73.911367,2024-07-19,02:19:51,service,2,30,cloudy,2
18.648101,73.832524,2021-12-04,12:24:03,service,1,40,cloudy,1
18.524404,73.905283,2023-12-02,04:00:47,arterial,2,80,fog,2
18.518161,73.936151,2021-07-09,18:26:39,service,1,50,clear,2
18.621683,73.835799,2021-02-03,04:15:49,highway,4,80,fog,3
18.600174,73.900909,2021-11-15,18:37:06,highway,4,80,rain,2
18.470625,73.930511,2021-08-18,05:13:06,collector,2,30,clear,3
18.55105,73.915291,2023-04-20,04:41:31,arterial,2,60,rain,1
18.51401,73.929105,2022-07-11,12:14:24,residential,1,30,fog,1
18.52784,73.752168,2021-07-16,21:54:03,service,1,40,clear,1
18.631076,73.768257,2022-07-17,09:47:28,collector,2,50,clear,1
18.513863,73.940012,2023-08-14,12:50:42,highway,6,80,fog,1
18.640121,73.864688,2023-01-15,01:44:23,service,1,40,cloudy,2
18.576367,73.839689,2022-11-21,01:12:08,highway,6,80,clear,1
18.508642,73.815733,2022-03-04,05:20:22,collector,2,50,fog,2
18.584504,73.900475,2022-12-06,19:44:12,collector,1,50,cloudy,1
18.608316,73.907924,2023-10-15,01:28:05,collector,2,40,rain,3
18.468241,73.848884,2022-10-05,20:05:17,arterial,4,80,cloudy,3
18.461512,73.859906,2022-05-01,12:38:49,service,2,40,fog,3
18.538306,73.927541,2023-12-03,22:32:38,service,1,30,clear,1
18.520183,73.773413,2021-05-31,00:10:58,arterial,2,80,rain,3
18.478598,73.902302,2022-10-01,04:03:21,arterial,2,80,cloudy,2
18.573644,73.770225,2022-07-01,06:19:12,highway,4,100,rain,2
18.466821,73.890194,2021-06-18,02:40:25,arterial,2,80,fog,2
18.464553,73.914372,2024-06-07,23:23:38,service,2,30,clear,1
18.591248,73.76627,2023-12-28,14:30:32,arterial,4,60,fog,1
18.466968,73.947328,2021-08-11,12:48:09,collector,1,30,cloudy,2
18.524854,73.824128,2021-02-17,14:58:46,highway,6,100,rain,3
18.61256,73.93945,2021-09-02,12:38:35,arterial,4,60,fog,3
18.6472,73.900676,2021-08-30,16:26:21,residential,1,40,clear,1
18.525252,73.7667,2022-10-21,16:24:59,service,2,40,cloudy,1
18.605429,73.861681,2023-03-07,21:39:17,highway,6,80,fog,2
18.534844,73.931271,2023-11-20,23:48:03,collector,2,30,cloudy,1
18.472239,73.848525,2023-07-21,00:27:14,highway,4,100,clear,3
18.452271,73.843732,2024-04-07,00:51:50,residential,2,40,fog,1
18.461261,73.773764,2023-02-12,15:52:08,service,1,40,rain,2
18.473505,73.879842,2021-12-24,11:08:57,collector,1,40,fog,2
18.599209,73.866674,2021-03-07,17:08:33,service,2,30,clear,2
18.642435,73.824974,2023-06-14,09:51:26,service,2,40,cloudy,1
18.507142,73.92372,2021-02-02,09:35:19,arterial,4,80,rain,1
18.494719,73.942645,2024-08-04,20:39:32,highway,6,100,rain,3
18.452431,73.943976,2022-09-07,19:15:06,arterial,2,80,fog,3
18.458632,73.928229,2021-04-29,15:37:46,collector,1,40,clear,1
18.55554,73.948593,2024-06-26,04:37:00,residential,1,30,rain,1
18.464759,73.860771,2021-09-27,12:30:44,collector,1,30,rain,3
18.643861,73.85462,2023-09-03,11:37:37,service,2,50,cloudy,3
18.57588,73.88915,2023-05-27,21:46:44,collector,2,30,fog,1
18.540908,73.875512,2022-12-30,10:38:42,service,2,50,fog,1
18.566863,73.930232,2023-02-28,02:53:24,highway,6,100,fog,1
18.459089,73.806193,2022-07-27,19:32:02,arterial,2,80,clear,2
18.640082,73.928053,2023-05-12,02:24:43,highway,4,100,cloudy,3
18.541131,73.874027,2023-02-18,20:19:40,residential,2,30,clear,2
18.505476,73.787624,2024-07-24,19:41:02,arterial,2,60,clear,1
18.54274,73.82067,2022-11-12,00:48:40,service,2,40,rain,3
18.566731,73.765547,2022-08-25,19:56:10,service,1,50,fog,2
18.644879,73.947242,2021-04-13,09:22:19,arterial,4,80,clear,2
18.589632,73.857219,2024-08-15,20:41:28,collector,2,30,rain,2
18.511906,73.912759,2021-08-08,16:49:55,arterial,4,60,fog,2
18.586946,73.782523,2024-12-28,03:15:24,highway,6,100,fog,3
18.632185,73.914507,2023-11-07,23:45:00,collector,2,50,clear,1
18.63996,73.895144,2022-07-18,06:37:15,arterial,2,80,rain,3
18.572683,73.833649,2023-01-26,09:29:38,residential,1,30,rain,1
18.636546,73.923213,2024-08-04,18:34:19,highway,6,80,clear,3
18.459044,73.755273,2021-08-28,14:57:35,residential,1,50,rain,1
18.525293,73.912111,2022-10-01,05:55:09,arterial,4,80,rain,3
18.647455,73.780083,2024-05-02,14:11:43,service,1,40,rain,3
18.568826,73.826178,2024-05-03,11:26:31,service,2,50,rain,3
18.643983,73.918424,2022-11-16,10:39:42,service,2,50,fog,2
18.617666,73.843739,2021-09-09,17:57:59,residential,2,30,rain,2
18.532964,73.804681,2024-09-19,21:26:30,arterial,2,80,clear,1
18.461275,73.922944,2021-09-07,00:52:37,arterial,2,80,cloudy,1
18.61258,73.949944,2024-11-15,10:05:06,residential,2,30,cloudy,1
18.649327,73.861086,2022-09-08,20:52:30,collector,1,40,fog,3
18.603797,73.938953,2022-08-06,09:45:27,residential,2,30,clear,2
18.619929,73.79947,2023-10-07,16:17:26,arterial,2,60,rain,2
18.540109,73.775832,2024-07-12,23:45:14,service,2,40,rain,2
18.64081,73.871235,2024-11-08,04:48:54,highway,6,80,clear,3
18.495729,73.88434,2023-05-03,12:54:18,collector,1,40,cloudy,1
18.573626,73.821633,2021-07-09,06:50:08,highway,6,100,rain,1
18.472712,73.884315,2024-07-23,17:58:44,service,1,50,clear,1
18.554062,73.904464,2022-10-29,19:11:09,highway,4,100,fog,2
18.554033,73.920436,2023-11-05,00:51:26,highway,4,80,fog,2
18.560381,73.862188,2023-01-01,07:54:22,highway,6,100,cloudy,3
18.625331,73.830697,2022-07-09,17:25:28,highway,4,80,fog,3
18.476803,73.755757,2024-02-17,01:45:26,arterial,2,80,rain,2
18.601027,73.874062,2024-06-17,17:48:31,residential,2,50,cloudy,1
18.590816,73.792593,2021-07-29,11:40:07,highway,4,100,cloudy,2
18.477274,73.752909,2024-05-13,22:41:21,residential,2,40,clear,2
18.520118,73.867984,2024-06-20,16:32:31,collector,2,30,cloudy,2
18.528449,73.837495,2021-10-24,20:51:08,arterial,2,80,fog,2
18.630832,73.819651,2024-05-26,17:38:42,arterial,4,80,cloudy,3
18.552798,73.906731,2022-08-24,15:09:42,arterial,4,80,rain,2
18.529309,73.874417,2024-05-23,13:09:30,collector,1,50,fog,1
18.622473,73.939904,2022-10-31,22:11:53,collector,2,40,rain,1
18.479415,73.935318,2022-05-25,09:44:24,arterial,4,80,fog,1
18.548423,73.801649,2022-11-21,14:06:14,arterial,2,80,cloudy,2
18.541827,73.946007,2022-11-07,15:45:26,arterial,2,80,clear,2
18.548524,73.81575,2024-05-29,11:01:21,residential,1,50,clear,2
18.57668,73.798029,2022-11-12,16:16:01,highway,4,80,rain,3
18.465173,73.775776,2022-07-24,01:42:55,arterial,2,60,cloudy,3
18.475609,73.780381,2022-07-31,06:33:33,arterial,2,60,cloudy,2
18.477765,73.878175,2022-09-11,07:47:05,arterial,2,60,fog,1
18.486376,73.819133,2021-10-17,00:22:26,service,1,40,cloudy,2
18.629358,73.844792,2023-12-30,16:25:55,service,2,50,rain,3
18.583512,73.784464,2023-02-03,01:16:14,residential,1,30,clear,1
18.488458,73.758174,2024-10-28,01:10:57,service,2,50,clear,1
18.483787,73.805718,2021-04-11,21:06:15,collector,2,30,fog,2
18.485402,73.767741,2024-12-11,13:09:41,residential,1,30,fog,3
18.474127,73.842156,2024-05-15,10:20:55,residential,2,30,rain,1
18.491267,73.822854,2023-06-09,00:02:53,arterial,2,60,cloudy,1
18.550683,73.888079,2022-09-11,12:28:47,service,2,50,cloudy,1
18.457862,73.909882,2022-05-08,11:38:53,highway,6,100,cloudy,1
18.57558,73.766352,2024-07-11,21:21:47,collector,1,40,rain,2
18.624716,73.934174,2024-09-10,17:16:32,highway,4,100,clear,2
18.462216,73.805376,2022-05-17,05:39:52,residential,2,30,fog,1
18.61124,73.899652,2023-09-14,12:38:39,collector,1,50,fog,1
18.486904,73.79187,2023-04-09,17:30:09,highway,4,80,rain,3
18.524094,73.846905,2024-01-25,11:08:12,collector,1,30,fog,1
18.573651,73.823783,2023-09-24,11:07:42,collector,1,50,fog,1
18.542507,73.899494,2023-09-20,15:19:06,highway,6,100,cloudy,3
18.457337,73.800487,2024-06-04,00:56:55,service,2,30,fog,2
18.59267,73.929041,2021-09-03,13:39:58,service,2,40,cloudy,1
18.552335,73.856423,2023-08-01,09:56:02,residential,2,50,fog,3
18.471434,73.839482,2022-06-21,12:20:51,service,2,50,rain,2
18.556523,73.798494,2022-05-11,17:30:09,residential,1,40,cloudy,1
18.503849,73.825457,2021-08-07,20:17:56,highway,6,100,clear,3
18.454014,73.814416,2022-10-12,13:11:35,residential,2,50,rain,2
18.49229,73.815499,2021-10-22,21:31:41,residential,2,40,cloudy,3
18.473952,73.928105,2023-02-12,15:18:28,highway,6,100,clear,3
18.568718,73.88582,2021-12-01,05:09:55,collector,1,30,fog,1
18.607834,73.849688,2023-07-18,05:06:51,service,1,30,fog,1
18.467384,73.857421,2024-10-02,20:20:03,arterial,4,80,fog,1
18.567368,73.899088,2021-03-21,11:17:48,collector,2,50,rain,1
18.536332,73.775516,2022-08-24,04:07:41,collector,2,50,cloudy,2
18.506755,73.822616,2021-07-04,13:35:45,residential,2,40,clear,2
18.579183,73.864156,2022-06-11,18:00:58,collector,1,30,fog,2
18.521219,73.947303,2022-09-16,12:47:42,collector,1,30,clear,1
18.571155,73.797445,2022-06-02,08:39:26,service,1,50,cloudy,3
18.470356,73.780572,2021-08-06,03:24:46,arterial,2,80,fog,3
18.499192,73.782136,2024-02-23,11:49:24,arterial,4,80,fog,2
18.487313,73.807019,2021-01-26,20:16:14,arterial,2,80,fog,2
18.484675,73.929353,2024-05-22,17:10:20,highway,6,80,cloudy,3
18.466047,73.854902,2023-06-26,11:19:28,service,2,30,rain,2
18.532079,73.946476,2022-01-12,05:44:32,highway,4,80,clear,3
18.472408,73.829571,2022-10-13,13:15:40,residential,1,40,cloudy,2
18.643894,73.923101,2023-08-08,21:33:15,service,1,50,clear,1
18.613414,73.801581,2022-05-20,22:43:29,service,2,30,cloudy,1
18.484178,73.883729,2023-04-09,04:25:03,arterial,4,80,fog,1
18.635875,73.861353,2022-01-18,22:53:58,arterial,2,80,fog,3
18.564323,73.805996,2024-01-01,00:36:42,residential,2,40,cloudy,1
18.603899,73.787409,2024-12-21,10:52:22,arterial,2,80,fog,3
18.514736,73.835087,2022-09-05,21:14:09,arterial,4,60,rain,2
18.551522,73.798482,2024-01-15,09:07:01,highway,6,100,fog,3
18.472967,73.872124,2021-11-29,10:00:23,residential,2,30,fog,1
18.507726,73.866248,2024-02-25,22:25:03,collector,1,30,rain,2
18.480873,73.846228,2023-04-05,22:39:42,residential,1,30,rain,1
18.556518,73.760365,2024-01-20,09:02:48,service,1,30,clear,3
18.517321,73.776883,2024-12-14,07:20:48,residential,2,40,cloudy,2
18.462675,73.947992,2024-03-20,06:24:24,arterial,4,60,fog,3
18.514471,73.911975,2021-05-19,23:20:14,collector,1,30,rain,1
18.500928,73.886301,2024-07-25,04:10:25,residential,2,40,clear,1
18.602046,73.869128,2024-03-09,12:51:47,arterial,2,80,clear,2
18.544315,73.832368,2021-06-16,16:27:34,arterial,4,80,fog,3
18.519774,73.935906,2021-07-28,11:20:11,collector,2,30,cloudy,2
18.616124,73.943005,2022-05-29,16:47:48,residential,2,50,cloudy,1
18.474859,73.896173,2024-02-19,07:06:20,arterial,2,60,fog,2
18.637668,73.786247,2023-09-20,05:25:24,service,2,30,cloudy,1
18.463299,73.898224,2021-05-29,04:12:52,residential,2,40,rain,3
18.564895,73.918366,2021-01-11,14:38:43,arterial,2,80,cloudy,3
18.477954,73.909053,2022-05-28,01:19:19,arterial,4,80,clear,3
18.490325,73.782731,2021-04-07,12:09:46,highway,6,80,cloudy,2
18.482853,73.912915,2023-02-20,15:19:15,arterial,4,80,clear,2
18.583039,73.854613,2021-12-07,09:42:22,residential,1,40,cloudy,2
18.521766,73.92544,2023-07-30,23:35:05,arterial,4,60,cloudy,3
18.528489,73.91332,2023-11-23,20:59:06,collector,2,50,clear,2
18.537827,73.825389,2021-05-02,07:52:49,collector,1,50,clear,3
18.542536,73.810276,2021-11-11,00:57:03,collector,1,40,rain,2
18.599522,73.850544,2022-11-18,09:00:35,highway,6,80,rain,3
18.496443,73.929915,2022-11-24,00:47:54,highway,4,100,cloudy,3
18.526778,73.858711,2021-03-31,16:34:59,collector,2,50,cloudy,1
18.631294,73.874848,2022-01-31,06:51:09,highway,4,80,rain,2
18.47338,73.937966,2023-12-25,00:14:27,highway,4,100,clear,1
18.575542,73.816981,2022-09-28,03:39:51,residential,2,40,rain,3
18.477854,73.908805,2022-08-18,03:52:25,service,2,30,cloudy,2
18.574015,73.856692,2023-10-26,01:24:50,collector,2,30,rain,1
18.628779,73.907719,2023-04-15,14:26:53,service,1,30,rain,2
18.480335,73.812344,2022-04-09,11:46:42,service,2,30,cloudy,1
18.499698,73.898789,2022-06-22,17:46:13,residential,1,50,fog,2
18.456706,73.863978,2021-02-20,01:08:54,service,1,30,clear,1
18.602492,73.925353,2023-07-12,15:50:34,highway,4,80,cloudy,3
18.518416,73.914251,2022-09-17,21:32:21,service,1,30,rain,1
18.472126,73.91929,2022-03-26,08:31:23,residential,2,30,fog,1
18.475498,73.829457,2021-08-11,13:08:09,collector,2,40,rain,1
18.609459,73.779983,2023-05-15,19:57:20,collector,2,50,rain,1
18.49585,73.894451,2022-06-20,00:42:55,service,2,40,fog,1
18.594007,73.87823,2022-08-08,19:27:11,residential,1,30,cloudy,1
18.58879,73.858545,2024-01-05,04:22:30,residential,1,50,cloudy,1
